Start,End,Open,High,Low,Close,Volume,Market Cap
2017-06-22,2017-06-23,336.872,342.027,330.622,336.114,1361937508.7108014,31256437493.160625
2017-06-21,2017-06-22,359.005,361.343,319.479,335.167,1133066090.2777777,31745629266.84141
2017-06-20,2017-06-21,370.056,377.969,350.942,358.984,780757871.5277778,34359618933.345554
2017-06-19,2017-06-20,371.458,377.115,369.763,370.106,744366250.8710802,34544343562.40198
2017-06-18,2017-06-19,379.414,390.581,368.844,371.657,951099006.9444444,35091392634.639046
2017-06-17,2017-06-18,370.227,378.96,364.002,378.96,930510717.7700348,34480922177.59178
2017-06-16,2017-06-17,361.933,373.055,341.417,370.29,1824192604.1666667,33497099264.41728
2017-06-15,2017-06-16,359.053,364.439,300.7,361.272,1899657630.662021,31329713303.6243
2017-06-14,2017-06-15,397.537,399.324,342.215,358.528,1220430170.1388888,35362539531.3607
2017-06-13,2017-06-14,401.49,411.178,370.057,397.055,2556142195.121951,35723222264.494354
2017-06-12,2017-06-13,340.609,412.931,340.609,398.579,1834558188.15331,34450659976.61626
2017-06-11,2017-06-12,337.668,353.011,318.171,339.973,1825628854.1666667,31713759501.635906
2017-06-10,2017-06-11,281.737,350.261,281.737,336.733,944314878.4722222,27979456932.221344
2017-06-09,2017-06-10,261.666,282.761,261.666,282.621,397973500,24797677406.622696
2017-06-08,2017-06-09,258.071,262.252,253.975,261.948,453941038.32752615,23890367377.15774
2017-06-07,2017-06-08,264.466,264.674,254.04,258.894,558103857.1428572,24111366449.285538
2017-06-06,2017-06-07,248.464,267.514,246.839,264.732,608830597.2222222,23737272236.137398
2017-06-05,2017-06-06,245.332,249.469,243.049,248.723,584860261.3240418,22763785999.542484
2017-06-04,2017-06-05,224.376,250.41,223.981,245.498,594325562.5,22017496291.811604
2017-06-03,2017-06-04,223.775,225.973,219.419,224.265,439662666.6666667,20504691290.578793
2017-06-02,2017-06-03,222.239,229.411,219.584,223.835,629737576.3888888,20699550488.846664
2017-06-01,2017-06-02,230.669,236.221,214.48,221.437,976928794.4250871,20905051175.255985
2017-05-31,2017-06-01,231.911,236.965,215.568,231.277,1574107604.1666667,21048771438.54459
2017-05-30,2017-05-31,194.909,233.71,189.293,232.256,1153165927.0833333,19299802198.74079
2017-05-29,2017-05-30,170.511,197.126,164.53,193.724,560768770.0348432,16326850038.610209
2017-05-28,2017-05-29,157.758,179.935,157.604,170.476,985611194.4444444,15652801453.119022
2017-05-27,2017-05-28,160.403,166.952,120.443,156.552,1038639003.4722222,13826862216.771393
2017-05-26,2017-05-27,174.446,193.688,150.278,161.474,858982024.3902439,16521713270.486732
2017-05-25,2017-05-26,190.046,210.984,170.507,175.842,749347148.409894,17933587908.348717
